element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
Mg,10,"=""47.229""","=""1.85e+11""","=""1.24e-01""",A,"=""19.8393""","=""282.359""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",,
Mg,10,"=""47.310""","=""2.21e+11""","=""1.11e-01""",A,"=""20.332""","=""282.40""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",,
Mg,10,"=""47.317""","=""3.66e+10""","=""1.23e-02""",B+,"=""20.332""","=""282.359""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",,
Mg,9,"=""47.762""","=""1.79e+10""","=""1.02e-02""",D,"=""17.5600""","=""277.148""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.4p""","=""3P""","=""2""",,
Mg,10,"=""47.788""","=""1.34e+10""","=""4.58e-03""",B+,"=""19.8393""","=""[279.29]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",,
Mg,9,"=""47.818""","=""5.37e+10""","=""1.84e-02""",C,"=""17.8650""","=""277.148""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.4p""","=""3P""","=""2""",,
Mg,10,"=""47.879""","=""2.67e+10""","=""4.59e-03""",B+,"=""20.332""","=""[279.29]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",,
Mg,9,"=""47.947""","=""5.82e+10""","=""2.81e-02""",D,"=""17.8650""","=""276.451""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.4p""","=""3D""","=""3""",,
Mg,9,"=""48.024""","=""1.27e+11""","=""6.13e-02""",D,"=""45.791""","=""303.962""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p.5d""","=""3D*""","=""3""",,
Mg,9,"=""48.340""","=""1.36e+11""","=""1.43e-01""",D,"=""0.0000""","=""256.484""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.4p""","=""1P*""","=""1""",,
Mg,9,"=""48.646""","=""7.94e+08""","=""1.69e-04""",E,"=""50.23""","=""305.094""","=""1s2.2p2""","=""1D""","=""2""","=""1s2.2s.7p""","=""1P*""","=""1""",,
Mg,9,"=""48.794""","=""1.58e+11""","=""7.90e-02""",D+,"=""50.23""","=""304.323""","=""1s2.2p2""","=""1D""","=""2""","=""1s2.2p.5d""","=""1F*""","=""3""",,
Mg,9,"=""49.586""","=""7.83e+10""","=""4.81e-02""",D,"=""33.6849""","=""283.723""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2s.5d""","=""1D""","=""2""",,
Mg,9,"=""50.325""","=""3.89e+08""","=""8.87e-05""",E,"=""50.23""","=""296.591""","=""1s2.2p2""","=""1D""","=""2""","=""1s2.2s.6p""","=""1P*""","=""1""",,
Mg,11,"=""50.438""","=""3.30e+11""","=""2.10e-01""",A,"=""(1331.11204)""","=""(1576.9291)""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""2""",,
Mg,11,"=""50.464""","=""3.30e+11""","=""1.26e-01""",A,"=""(1331.11204)""","=""(1576.7981)""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""1""",,
Mg,11,"=""50.471""","=""3.30e+11""","=""4.20e-02""",A,"=""(1331.11204)""","=""(1576.7653)""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""0""",,
Mg,9,"=""50.777""","=""8.30e+10""","=""5.35e-02""",D,"=""33.6849""","=""277.859""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p.4p""","=""1D""","=""2""",,
Mg,9,"=""50.991""","=""1.45e+10""","=""1.69e-02""",D,"=""61.9466""","=""305.094""","=""1s2.2p2""","=""1S""","=""0""","=""1s2.2s.7p""","=""1P*""","=""1""",,
Mg,8,"=""51.386""","=""2.03e+10""","=""1.61e-02""",D+,"=""0.0000""","=""241.281""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.6d""","=""2D""","=""3/2""",,
