element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
N,7,"=""88.5479455""","=""3.7728e+09""","=""4.4348e-03""",AA,"=""(500.3558665)""","=""(640.37514943)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",,
N,7,"=""88.5521248""","=""2.0782e+09""","=""1.2215e-03""",AA,"=""(500.3558665)""","=""(640.36854123)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,
N,7,"=""99.0881806""","=""4.1381e+10""","=""1.2182e-01""",AA,"=""(500.2467201)""","=""(625.37183361)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",,
N,7,"=""99.0926206""","=""2.3231e+10""","=""6.8397e-02""",AA,"=""(500.2523497)""","=""(625.37185668)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,
N,7,"=""99.0984042""","=""2.0687e+09""","=""3.0457e-03""",AA,"=""(500.2467201)""","=""(625.35892491)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",,
N,7,"=""99.1034268""","=""2.3266e+10""","=""3.4257e-02""",AA,"=""(500.2523497)""","=""(625.35821370)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,
N,7,"=""99.1710869""","=""4.9569e+10""","=""1.0963e-01""",AA,"=""(500.3558665)""","=""(625.37637627)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",,
N,7,"=""99.1746905""","=""8.2573e+09""","=""1.2176e-02""",AA,"=""(500.3558665)""","=""(625.37183361)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",,
N,7,"=""99.1849319""","=""4.1585e+09""","=""3.0666e-03""",AA,"=""(500.3558665)""","=""(625.35892491)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",,
N,6,"=""105.0603""","=""1.58e+09""","=""7.82e-03""",A,"=""(426.414570)""","=""(544.4270)""","=""1s.2s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",,
N,6,"=""107.1823""","=""2.31e+09""","=""1.19e-02""",A,"=""(426.414570)""","=""(542.0906)""","=""1s.2s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",,
N,6,"=""110.6232""","=""3.642e+09""","=""2.004e-02""",AA,"=""(426.414570)""","=""(538.4925)""","=""1s.2s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,
N,6,"=""116.8398""","=""6.275e+09""","=""3.844e-02""",AA,"=""(426.414570)""","=""(532.5293)""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,
N,6,"=""116.7777""","=""7.460e+09""","=""4.576e-02""",AA,"=""(426.2912023)""","=""(532.4623)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5d""","=""3D""","=""1""",,
N,6,"=""116.7788""","=""1.007e+10""","=""3.432e-02""",AA,"=""(426.2922780)""","=""(532.4624)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""2""",,
N,6,"=""116.7789""","=""5.594e+09""","=""1.144e-02""",AA,"=""(426.2922780)""","=""(532.4623)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""1""",,
N,6,"=""116.8186""","=""3.726e+08""","=""4.575e-04""",AA,"=""(426.3283574)""","=""(532.4623)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",,
N,6,"=""116.8177""","=""1.341e+10""","=""3.842e-02""",AA,"=""(426.3283574)""","=""(532.4632)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""3""",,
N,6,"=""116.8185""","=""3.353e+09""","=""6.861e-03""",AA,"=""(426.3283574)""","=""(532.4624)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",,
N,6,"=""117.3899""","=""2.754e+08""","=""1.707e-03""",AA,"=""(426.2912023)""","=""(531.9087)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5s""","=""3S""","=""1""",,
N,6,"=""117.3911""","=""8.262e+08""","=""1.707e-03""",AA,"=""(426.2922780)""","=""(531.9087)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5s""","=""3S""","=""1""",,
N,6,"=""117.4312""","=""1.376e+09""","=""1.707e-03""",AA,"=""(426.3283574)""","=""(531.9087)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5s""","=""3S""","=""1""",,
N,6,"=""121.8170""","=""1.163e+10""","=""4.312e-02""",AA,"=""(430.6956649)""","=""(532.4747)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5d""","=""1D""","=""2""",,
N,6,"=""122.0692""","=""2.259e+09""","=""1.682e-03""",AA,"=""(430.6956649)""","=""(532.2644)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5s""","=""1S""","=""0""",,
N,6,"=""130.3054""","=""1.207e+10""","=""9.215e-02""",AA,"=""(426.414570)""","=""(521.5635)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,
N,6,"=""130.3189""","=""1.611e+10""","=""1.230e-01""",AA,"=""(426.2912023)""","=""(521.4303)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",,
N,6,"=""130.3202""","=""2.175e+10""","=""9.226e-02""",AA,"=""(426.2922780)""","=""(521.4304)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",,
N,6,"=""130.3203""","=""1.209e+10""","=""3.077e-02""",AA,"=""(426.2922780)""","=""(521.4303)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",,
N,6,"=""130.3677""","=""2.897e+10""","=""1.033e-01""",AA,"=""(426.3283574)""","=""(521.4318)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",,
N,6,"=""130.3696""","=""7.243e+09""","=""1.845e-02""",AA,"=""(426.3283574)""","=""(521.4304)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",,
N,6,"=""130.3698""","=""8.048e+08""","=""1.230e-03""",AA,"=""(426.3283574)""","=""(521.4303)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",,
N,5,"=""131.24801""","=""3.88e+08""","=""1.00e-03""",B,"=""0.00000""","=""[94.46558]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.10p""","=""2P*""","=""1/2""",,
N,5,"=""131.24767""","=""3.88e+08""","=""2.00e-03""",B,"=""0.00000""","=""[94.46583]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.10p""","=""2P*""","=""3/2""",,
N,6,"=""131.8372""","=""5.600e+08""","=""4.378e-03""",AA,"=""(426.2912023)""","=""(520.3346)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",,
N,6,"=""131.8387""","=""1.680e+09""","=""4.378e-03""",AA,"=""(426.2922780)""","=""(520.3346)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",,
N,6,"=""131.8893""","=""2.797e+09""","=""4.377e-03""",AA,"=""(426.3283574)""","=""(520.3346)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",,
N,5,"=""132.37818""","=""5.31e+08""","=""1.40e-03""",B,"=""0.00000""","=""[93.65909]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""1/2""",,
N,5,"=""132.37769""","=""5.31e+08""","=""2.79e-03""",B,"=""0.00000""","=""[93.65944]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""3/2""",,
N,7,"=""133.7322718""","=""1.2962e+11""","=""6.9508e-01""",AA,"=""(500.2467201)""","=""(592.957474786)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",,
N,7,"=""133.7403147""","=""5.3907e+10""","=""2.8911e-01""",AA,"=""(500.2523497)""","=""(592.95752886)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,
N,7,"=""133.7764347""","=""5.0665e+09""","=""1.3593e-02""",AA,"=""(500.2467201)""","=""(592.9268687)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",,
N,7,"=""133.7869870""","=""5.4036e+10""","=""1.4500e-01""",AA,"=""(500.2523497)""","=""(592.9251882)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,
N,7,"=""133.8743309""","=""1.5536e+11""","=""6.2617e-01""",AA,"=""(500.3558665)""","=""(592.968242248)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",,
N,7,"=""133.8898975""","=""2.5892e+10""","=""6.9586e-02""",AA,"=""(500.3558665)""","=""(592.957474786)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""3/2""",,
N,7,"=""133.9341645""","=""1.0188e+10""","=""1.3700e-02""",AA,"=""(500.3558665)""","=""(592.9268687)""","=""2p""","=""2P*""","=""3/2""","=""3s""","=""2S""","=""1/2""",,
N,5,"=""133.99329""","=""7.72e+08""","=""2.08e-03""",B,"=""0.00000""","=""[92.53015]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",,
N,5,"=""133.99259""","=""7.72e+08""","=""4.16e-03""",B,"=""0.00000""","=""[92.53063]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",,
N,5,"=""136.42394""","=""1.14e+09""","=""6.36e-03""",B,"=""0.00000""","=""[90.88156]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",,
N,5,"=""136.42503""","=""1.14e+09""","=""3.18e-03""",B,"=""0.00000""","=""[90.88083]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",,
N,6,"=""136.6118""","=""2.567e+10""","=""1.197e-01""",AA,"=""(430.6956649)""","=""(521.4522)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4d""","=""1D""","=""2""",,
N,6,"=""137.2292""","=""4.534e+09""","=""4.267e-03""",AA,"=""(430.6956649)""","=""(521.0439)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4s""","=""1S""","=""0""",,
N,5,"=""140.35627""","=""1.80e+09""","=""1.06e-02""",B,"=""0.00000""","=""88.33534""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",,
N,5,"=""140.35813""","=""1.80e+09""","=""5.32e-03""",B,"=""0.00000""","=""88.33418""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",,
N,5,"=""146.7170""","=""6.07e+08""","=""3.92e-03""",B,"=""9.97624""","=""94.4819""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.10d""","=""2D""","=""3/2""",,
N,5,"=""146.7679""","=""7.28e+08""","=""3.53e-03""",B,"=""10.00838""","=""94.4848""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.10d""","=""2D""","=""5/2""",,
N,5,"=""146.7728""","=""1.21e+08""","=""3.91e-04""",B,"=""10.00838""","=""94.4819""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.10d""","=""2D""","=""3/2""",,
N,5,"=""146.86037""","=""6.23e+07""","=""2.01e-04""",B,"=""9.97624""","=""[94.39942]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.10s""","=""2S""","=""1/2""",,
N,5,"=""146.91629""","=""1.24e+08""","=""2.01e-04""",B,"=""10.00838""","=""[94.39942]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.10s""","=""2S""","=""1/2""",,
N,5,"=""147.42381""","=""3.07e+09""","=""2.00e-02""",B+,"=""0.00000""","=""84.10053""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",,
N,5,"=""147.42731""","=""3.07e+09""","=""1.00e-02""",B+,"=""0.00000""","=""84.09853""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",,
N,5,"=""148.1165""","=""8.42e+08""","=""5.54e-03""",B,"=""9.97624""","=""93.6835""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9d""","=""2D""","=""3/2""",,
N,5,"=""148.1679""","=""1.01e+09""","=""4.99e-03""",B,"=""10.00838""","=""93.6866""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""5/2""",,
N,5,"=""148.1734""","=""1.68e+08""","=""5.53e-04""",B,"=""10.00838""","=""93.6835""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""3/2""",,
N,5,"=""148.32104""","=""8.60e+07""","=""2.84e-04""",B,"=""9.97624""","=""[93.56802]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9s""","=""2S""","=""1/2""",,
N,5,"=""148.37808""","=""1.72e+08""","=""2.84e-04""",B,"=""10.00838""","=""[93.56802]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9s""","=""2S""","=""1/2""",,
N,5,"=""150.10852""","=""1.21e+09""","=""8.17e-03""",B+,"=""9.97624""","=""[92.57262]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",,
N,5,"=""150.16668""","=""1.45e+09""","=""7.35e-03""",B+,"=""10.00838""","=""[92.57276]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",,
N,5,"=""150.16695""","=""2.42e+08""","=""8.18e-04""",B+,"=""10.00838""","=""[92.57262]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",,
N,5,"=""150.42303""","=""1.29e+08""","=""4.38e-04""",B,"=""9.97624""","=""[92.39992]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",,
N,5,"=""150.48171""","=""2.58e+08""","=""4.38e-04""",B,"=""10.00838""","=""[92.39992]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",,
N,5,"=""153.1273""","=""1.84e+09""","=""1.29e-02""",B+,"=""9.97624""","=""[90.94432]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",,
N,5,"=""153.1876""","=""2.21e+09""","=""1.17e-02""",B+,"=""10.00838""","=""[90.94454]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",,
N,5,"=""153.1881""","=""3.68e+08""","=""1.29e-03""",B+,"=""10.00838""","=""[90.94432]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",,
N,5,"=""153.6189""","=""1.96e+08""","=""6.93e-04""",B,"=""9.97624""","=""90.68519""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",,
N,5,"=""153.6801""","=""3.91e+08""","=""6.92e-04""",B,"=""10.00838""","=""90.68519""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",,
N,5,"=""158.0239""","=""3.02e+09""","=""2.26e-02""",A,"=""9.97624""","=""88.43536""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",,
N,5,"=""158.0887""","=""6.03e+08""","=""2.26e-03""",A,"=""10.00838""","=""88.43536""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",,
N,5,"=""158.0881""","=""3.62e+09""","=""2.03e-02""",A,"=""10.00838""","=""88.43564""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",,
N,5,"=""158.8624""","=""3.12e+08""","=""1.18e-03""",B,"=""9.97624""","=""88.02124""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",,
N,5,"=""158.9279""","=""6.23e+08""","=""1.18e-03""",B,"=""10.00838""","=""88.02124""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",,
N,4,"=""161.2022""","=""6.28e+07""","=""7.34e-04""",D,"=""8.33288""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).10p""","=""3P""","=""1""",,
N,4,"=""161.2186""","=""4.71e+07""","=""1.84e-04""",D,"=""8.34070""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).10p""","=""3P""","=""1""",,
N,4,"=""161.2186""","=""1.88e+08""","=""2.44e-04""",D,"=""8.34070""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).10p""","=""3P""","=""0""",,
N,4,"=""161.2186""","=""4.71e+07""","=""3.06e-04""",D,"=""8.34070""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).10p""","=""3P""","=""2""",,
N,4,"=""161.2560""","=""1.42e+08""","=""5.54e-04""",C,"=""8.35856""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).10p""","=""3P""","=""2""",,
N,4,"=""161.2560""","=""7.84e+07""","=""1.83e-04""",D,"=""8.35856""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).10p""","=""3P""","=""1""",,
N,4,"=""162.3194""","=""8.63e+07""","=""1.02e-03""",D,"=""8.33288""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).9p""","=""3P""","=""1""",,
N,4,"=""162.3361""","=""6.47e+07""","=""2.56e-04""",D,"=""8.34070""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).9p""","=""3P""","=""1""",,
N,4,"=""162.3361""","=""2.59e+08""","=""3.41e-04""",D,"=""8.34070""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).9p""","=""3P""","=""0""",,
N,4,"=""162.3361""","=""6.47e+07""","=""4.26e-04""",D,"=""8.34070""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).9p""","=""3P""","=""2""",,
N,4,"=""162.3740""","=""1.94e+08""","=""7.67e-04""",C,"=""8.35856""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).9p""","=""3P""","=""2""",,
N,4,"=""162.3740""","=""1.08e+08""","=""2.56e-04""",D,"=""8.35856""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).9p""","=""3P""","=""1""",,
N,5,"=""162.5557""","=""5.79e+09""","=""4.59e-02""",A,"=""0.00000""","=""76.27183""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""3/2""",,
N,5,"=""162.5644""","=""5.79e+09""","=""2.29e-02""",A,"=""0.00000""","=""76.26776""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""1/2""",,
N,4,"=""163.9163""","=""1.23e+08""","=""1.49e-03""",D,"=""8.33288""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).8p""","=""3P""","=""1""",,
N,4,"=""163.9333""","=""9.20e+07""","=""3.71e-04""",D,"=""8.34070""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).8p""","=""3P""","=""1""",,
N,4,"=""163.9333""","=""3.68e+08""","=""4.94e-04""",D,"=""8.34070""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).8p""","=""3P""","=""0""",,
N,4,"=""163.9333""","=""9.20e+07""","=""6.18e-04""",C,"=""8.34070""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).8p""","=""3P""","=""2""",,
N,4,"=""163.9720""","=""2.76e+08""","=""1.11e-03""",C+,"=""8.35856""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).8p""","=""3P""","=""2""",,
N,4,"=""163.9720""","=""1.53e+08""","=""3.70e-04""",C,"=""8.35856""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).8p""","=""3P""","=""1""",,
N,4,"=""164.7940""","=""3.23e+08""","=""3.95e-03""",C,"=""0.00000""","=""75.23587""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.10p""","=""1P*""","=""1""",,
N,4,"=""165.9450""","=""3.29e+08""","=""4.07e-03""",C,"=""0.00000""","=""74.71403""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.9p""","=""1P*""","=""1""",,
N,4,"=""166.3197""","=""1.81e+08""","=""2.25e-03""",C,"=""8.33288""","=""82.87859""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).7p""","=""3P""","=""1""",,
