element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
Na,10,"=""9.433159""","=""3.74e+12""","=""1.49e-01""",A+,"=""0.0000""","=""(1314.3444)""","=""1s2""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",,
Na,11,"=""10.02317884""","=""9.1633e+12""","=""2.7603e-01""",AA,"=""0.000000""","=""(1236.9748205)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",,
Na,11,"=""10.02858768""","=""9.1839e+12""","=""1.3847e-01""",AA,"=""0.000000""","=""(1236.307667)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""1/2""",,
Na,10,"=""11.0028941""","=""1.35e+13""","=""7.33e-01""",A+,"=""0.0000""","=""(1126.832611)""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""1P*""","=""1""",,
Na,10,"=""11.0831679""","=""1.40e+10""","=""7.73e-04""",,"=""0.0000""","=""(1118.671115)""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""3P*""","=""1""",,
Na,11,"=""32.7320319""","=""3.8439e+10""","=""1.2348e-02""",AA,"=""(1236.307667)""","=""(1615.09319151)""","=""2p""","=""2P*""","=""1/2""","=""7d""","=""2D""","=""3/2""",,
Na,11,"=""32.7333161""","=""2.2485e+09""","=""3.6119e-04""",AA,"=""(1236.307667)""","=""(1615.0783300)""","=""2p""","=""2P*""","=""1/2""","=""7s""","=""2S""","=""1/2""",,
Na,11,"=""32.7344628""","=""2.6344e+10""","=""8.4640e-03""",AA,"=""(1236.335824)""","=""(1615.0932190)""","=""2s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""3/2""",,
Na,11,"=""32.7358071""","=""2.6398e+10""","=""4.2410e-03""",AA,"=""(1236.335824)""","=""(1615.0776651)""","=""2s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""1/2""",,
Na,11,"=""32.7893358""","=""4.5886e+10""","=""1.1094e-02""",AA,"=""(1236.9748205)""","=""(1615.09836400)""","=""2p""","=""2P*""","=""3/2""","=""7d""","=""2D""","=""5/2""",,
Na,11,"=""32.7897843""","=""7.6315e+09""","=""1.2301e-03""",AA,"=""(1236.9748205)""","=""(1615.09319151)""","=""2p""","=""2P*""","=""3/2""","=""7d""","=""2D""","=""3/2""",,
Na,11,"=""32.7910732""","=""4.5520e+09""","=""3.6689e-04""",AA,"=""(1236.9748205)""","=""(1615.0783300)""","=""2p""","=""2P*""","=""3/2""","=""7s""","=""2S""","=""1/2""",,
Na,11,"=""33.8156838""","=""6.3155e+10""","=""2.1654e-02""",AA,"=""(1236.307667)""","=""(1602.9546919)""","=""2p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",,
Na,11,"=""33.8178608""","=""3.6037e+09""","=""6.1787e-04""",AA,"=""(1236.307667)""","=""(1602.9310890)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,
Na,11,"=""33.8182769""","=""4.1897e+10""","=""1.4367e-02""",AA,"=""(1236.335824)""","=""(1602.9547353)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,
Na,11,"=""33.8205556""","=""4.1994e+10""","=""7.2012e-03""",AA,"=""(1236.335824)""","=""(1602.9300338)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,
Na,11,"=""33.8765669""","=""7.5401e+10""","=""1.9459e-02""",AA,"=""(1236.9748205)""","=""(1602.9629058)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",,
Na,11,"=""33.8773272""","=""1.2542e+10""","=""2.1579e-03""",AA,"=""(1236.9748205)""","=""(1602.9546919)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",,
Na,11,"=""33.8795121""","=""7.2958e+09""","=""6.2773e-04""",AA,"=""(1236.9748205)""","=""(1602.9310890)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",,
Na,11,"=""35.7803374""","=""1.1568e+11""","=""4.4404e-02""",AA,"=""(1236.307667)""","=""(1582.8225621)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",,
Na,11,"=""35.7832374""","=""7.2518e+10""","=""2.7842e-02""",AA,"=""(1236.335824)""","=""(1582.8226363)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,
Na,11,"=""35.7845501""","=""6.3191e+09""","=""1.2131e-03""",AA,"=""(1236.307667)""","=""(1582.7817684)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",,
Na,11,"=""35.7876466""","=""7.2722e+10""","=""1.3963e-02""",AA,"=""(1236.335824)""","=""(1582.7799475)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,
Na,11,"=""35.8478877""","=""1.3813e+11""","=""3.9919e-02""",AA,"=""(1236.9748205)""","=""(1582.8367561)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",,
Na,11,"=""35.8493590""","=""2.2983e+10""","=""4.4282e-03""",AA,"=""(1236.9748205)""","=""(1582.8225621)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",,
Na,11,"=""35.8535880""","=""1.2794e+10""","=""1.2328e-03""",AA,"=""(1236.9748205)""","=""(1582.7817684)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,
Na,10,"=""36.0808""","=""6.46e+09""","=""2.10e-03""",A,"=""(1107.81772)""","=""(1451.4468)""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",,
Na,10,"=""36.0811""","=""6.46e+09""","=""1.26e-03""",A,"=""(1107.81772)""","=""(1451.4444)""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",,
Na,10,"=""36.0811""","=""6.44e+09""","=""4.19e-04""",A,"=""(1107.81772)""","=""(1451.4438)""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",,
Na,10,"=""36.4209""","=""8.84e+09""","=""2.93e-03""",A,"=""(1107.81772)""","=""(1448.2380)""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",,
Na,10,"=""36.4213""","=""8.85e+09""","=""1.76e-03""",A,"=""(1107.81772)""","=""(1448.2347)""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",,
Na,10,"=""36.4214""","=""8.84e+09""","=""5.86e-04""",A,"=""(1107.81772)""","=""(1448.2339)""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",,
Na,10,"=""36.9076""","=""1.25e+10""","=""4.27e-03""",A,"=""(1107.81772)""","=""(1443.7490)""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""2""",,
Na,10,"=""36.9081""","=""1.25e+10""","=""2.56e-03""",A,"=""(1107.81772)""","=""(1443.7444)""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""1""",,
Na,10,"=""36.9082""","=""1.25e+10""","=""8.54e-04""",A,"=""(1107.81772)""","=""(1443.7432)""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""0""",,
Na,10,"=""37.2591""","=""2.19e+08""","=""1.37e-04""",A,"=""(1118.606328)""","=""(1451.3688)""","=""1s.2p""","=""3P*""","=""0""","=""1s.10s""","=""3S""","=""1""",,
Na,10,"=""37.2663""","=""6.58e+08""","=""1.37e-04""",A,"=""(1118.671115)""","=""(1451.3688)""","=""1s.2p""","=""3P*""","=""1""","=""1s.10s""","=""3S""","=""1""",,
Na,10,"=""37.2998""","=""1.09e+09""","=""1.37e-04""",A,"=""(1118.969591)""","=""(1451.3688)""","=""1s.2p""","=""3P*""","=""2""","=""1s.10s""","=""3S""","=""1""",,
Na,10,"=""37.3225""","=""6.16e+09""","=""3.86e-03""",A,"=""(1119.30514)""","=""(1451.5018)""","=""1s.2s""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",,
Na,10,"=""37.6252""","=""3.03e+08""","=""1.93e-04""",A,"=""(1118.606328)""","=""(1448.1307)""","=""1s.2p""","=""3P*""","=""0""","=""1s.9s""","=""3S""","=""1""",,
Na,10,"=""37.6326""","=""9.04e+08""","=""1.92e-04""",A,"=""(1118.671115)""","=""(1448.1307)""","=""1s.2p""","=""3P*""","=""1""","=""1s.9s""","=""3S""","=""1""",,
Na,10,"=""37.6419""","=""1.88e+10""","=""6.64e-03""",A,"=""(1107.81772)""","=""(1437.1961)""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""2""",,
Na,10,"=""37.6427""","=""1.88e+10""","=""3.99e-03""",A,"=""(1107.81772)""","=""(1437.1892)""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""1""",,
Na,10,"=""37.6429""","=""1.88e+10""","=""1.33e-03""",A,"=""(1107.81772)""","=""(1437.1875)""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""0""",,
Na,10,"=""37.6667""","=""1.50e+09""","=""1.92e-04""",A,"=""(1118.969591)""","=""(1448.1307)""","=""1s.2p""","=""3P*""","=""2""","=""1s.9s""","=""3S""","=""1""",,
Na,10,"=""37.6842""","=""8.44e+09""","=""5.39e-03""",A,"=""(1119.30514)""","=""(1448.3135)""","=""1s.2s""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",,
Na,10,"=""38.1502""","=""4.34e+08""","=""2.84e-04""",A,"=""(1118.606328)""","=""(1443.5960)""","=""1s.2p""","=""3P*""","=""0""","=""1s.8s""","=""3S""","=""1""",,
Na,10,"=""38.1578""","=""1.30e+09""","=""2.84e-04""",A,"=""(1118.671115)""","=""(1443.5960)""","=""1s.2p""","=""3P*""","=""1""","=""1s.8s""","=""3S""","=""1""",,
Na,10,"=""38.1929""","=""2.16e+09""","=""2.83e-04""",A,"=""(1118.969591)""","=""(1443.5960)""","=""1s.2p""","=""3P*""","=""2""","=""1s.8s""","=""3S""","=""1""",,
Na,10,"=""38.1947""","=""1.89e+09""","=""1.38e-04""",A,"=""(1126.832611)""","=""(1451.4440)""","=""1s.2p""","=""1P*""","=""1""","=""1s.10s""","=""1S""","=""0""",,
Na,10,"=""38.2017""","=""1.20e+10""","=""7.89e-03""",A,"=""(1119.30514)""","=""(1443.8568)""","=""1s.2s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",,
Na,10,"=""38.5761""","=""2.61e+09""","=""1.94e-04""",A,"=""(1126.832611)""","=""(1448.2341)""","=""1s.2p""","=""1P*""","=""1""","=""1s.9s""","=""1S""","=""0""",,
Na,10,"=""38.8335""","=""2.97e+10""","=""1.12e-02""",A,"=""(1107.81772)""","=""(1427.0892)""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",,
Na,10,"=""38.8348""","=""2.97e+10""","=""6.72e-03""",A,"=""(1107.81772)""","=""(1427.0782)""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",,
Na,10,"=""38.8351""","=""2.97e+10""","=""2.24e-03""",A,"=""(1107.81772)""","=""(1427.0754)""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",,
Na,10,"=""38.9446""","=""6.52e+08""","=""4.45e-04""",A,"=""(1118.606328)""","=""(1436.9669)""","=""1s.2p""","=""3P*""","=""0""","=""1s.7s""","=""3S""","=""1""",,
Na,10,"=""38.9525""","=""1.96e+09""","=""4.45e-04""",A,"=""(1118.671115)""","=""(1436.9669)""","=""1s.2p""","=""3P*""","=""1""","=""1s.7s""","=""3S""","=""1""",,
Na,10,"=""38.9823""","=""1.79e+10""","=""1.22e-02""",A,"=""(1119.30514)""","=""(1437.3575)""","=""1s.2s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",,
Na,10,"=""38.9891""","=""3.25e+09""","=""4.45e-04""",A,"=""(1118.969591)""","=""(1436.9669)""","=""1s.2p""","=""3P*""","=""2""","=""1s.7s""","=""3S""","=""1""",,
Na,10,"=""39.1227""","=""3.73e+09""","=""2.85e-04""",A,"=""(1126.832611)""","=""(1443.7437)""","=""1s.2p""","=""1P*""","=""1""","=""1s.8s""","=""1S""","=""0""",,
Na,10,"=""39.9491""","=""5.60e+09""","=""4.47e-04""",A,"=""(1126.832611)""","=""(1437.1878)""","=""1s.2p""","=""1P*""","=""1""","=""1s.7s""","=""1S""","=""0""",,
Na,11,"=""40.0657091""","=""2.5299e+11""","=""1.2177e-01""",AA,"=""(1236.307667)""","=""(1545.7598177)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",,
Na,11,"=""40.0693364""","=""1.4163e+11""","=""6.8182e-02""",AA,"=""(1236.335824)""","=""(1545.7599614)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,
Na,11,"=""40.0760302""","=""1.2645e+10""","=""3.0446e-03""",AA,"=""(1236.307667)""","=""(1545.680122)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",,
Na,11,"=""40.0801381""","=""1.4215e+11""","=""3.4234e-02""",AA,"=""(1236.335824)""","=""(1545.6765708)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,
Na,11,"=""40.1486696""","=""3.0227e+11""","=""1.0957e-01""",AA,"=""(1236.9748205)""","=""(1545.7875399)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",,
Na,11,"=""40.1522741""","=""5.0315e+10""","=""1.2161e-02""",AA,"=""(1236.9748205)""","=""(1545.7598177)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",,
Na,11,"=""40.1626398""","=""2.5608e+10""","=""3.0963e-03""",AA,"=""(1236.9748205)""","=""(1545.680122)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",,
Na,10,"=""40.1667""","=""3.07e+10""","=""2.23e-02""",A,"=""(1118.606328)""","=""(1427.2804)""","=""1s.2p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",,
Na,10,"=""40.1750""","=""4.14e+10""","=""1.67e-02""",A,"=""(1118.671115)""","=""(1427.2811)""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",,
Na,10,"=""40.1751""","=""2.30e+10""","=""5.56e-03""",A,"=""(1118.671115)""","=""(1427.2804)""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",,
Na,10,"=""40.2135""","=""5.51e+10""","=""1.87e-02""",A,"=""(1118.969591)""","=""(1427.2847)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",,
Na,10,"=""40.2139""","=""1.37e+10""","=""3.33e-03""",A,"=""(1118.969591)""","=""(1427.2811)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",,
Na,10,"=""40.2140""","=""1.53e+09""","=""2.22e-04""",A,"=""(1118.969591)""","=""(1427.2804)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",,
Na,10,"=""40.2393""","=""1.05e+09""","=""7.63e-04""",A,"=""(1118.606328)""","=""(1426.7235)""","=""1s.2p""","=""3P*""","=""0""","=""1s.6s""","=""3S""","=""1""",,
Na,10,"=""40.2478""","=""3.14e+09""","=""7.63e-04""",A,"=""(1118.671115)""","=""(1426.7235)""","=""1s.2p""","=""3P*""","=""1""","=""1s.6s""","=""3S""","=""1""",,
Na,10,"=""40.2492""","=""2.84e+10""","=""2.07e-02""",A,"=""(1119.30514)""","=""(1427.3466)""","=""1s.2s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,
Na,10,"=""40.2868""","=""5.22e+09""","=""7.62e-04""",A,"=""(1118.969591)""","=""(1426.7235)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6s""","=""3S""","=""1""",,
Na,10,"=""40.9886""","=""5.12e+10""","=""2.15e-02""",A,"=""(1107.81772)""","=""(1410.3024)""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",,
Na,10,"=""40.9912""","=""5.12e+10""","=""1.29e-02""",A,"=""(1107.81772)""","=""(1410.2834)""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",,
Na,10,"=""40.9918""","=""5.13e+10""","=""4.31e-03""",A,"=""(1107.81772)""","=""(1410.2787)""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",,
Na,10,"=""41.2640""","=""4.96e+10""","=""2.11e-02""",A,"=""(1126.832611)""","=""(1427.2987)""","=""1s.2p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",,
Na,10,"=""41.2944""","=""8.97e+09""","=""7.64e-04""",A,"=""(1126.832611)""","=""(1427.0768)""","=""1s.2p""","=""1P*""","=""1""","=""1s.6s""","=""1S""","=""0""",,
Na,10,"=""42.4559""","=""5.60e+10""","=""4.54e-02""",A,"=""(1118.606328)""","=""(1410.6368)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5d""","=""3D""","=""1""",,
Na,10,"=""42.4652""","=""7.55e+10""","=""3.40e-02""",A,"=""(1118.671115)""","=""(1410.6380)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""2""",,
Na,10,"=""42.4653""","=""4.18e+10""","=""1.13e-02""",A,"=""(1118.671115)""","=""(1410.6368)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""1""",,
Na,10,"=""42.5077""","=""1.00e+11""","=""3.81e-02""",A,"=""(1118.969591)""","=""(1410.6440)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""3""",,
Na,10,"=""42.5086""","=""2.51e+10""","=""6.80e-03""",A,"=""(1118.969591)""","=""(1410.6380)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",,
Na,10,"=""42.5088""","=""2.79e+09""","=""4.53e-04""",A,"=""(1118.969591)""","=""(1410.6368)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",,
Na,10,"=""42.5411""","=""4.90e+10""","=""3.99e-02""",A,"=""(1119.30514)""","=""(1410.7505)""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,
Na,10,"=""42.5976""","=""1.85e+09""","=""1.51e-03""",A,"=""(1118.606328)""","=""(1409.6657)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5s""","=""3S""","=""1""",,
Na,10,"=""42.6070""","=""5.55e+09""","=""1.51e-03""",A,"=""(1118.671115)""","=""(1409.6657)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5s""","=""3S""","=""1""",,
Na,10,"=""42.6508""","=""9.23e+09""","=""1.51e-03""",A,"=""(1118.969591)""","=""(1409.6657)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5s""","=""3S""","=""1""",,
Na,10,"=""43.6818""","=""9.10e+10""","=""4.34e-02""",A,"=""(1126.832611)""","=""(1410.6678)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5d""","=""1D""","=""2""",,
Na,10,"=""43.7410""","=""1.57e+10""","=""1.50e-03""",A,"=""(1126.832611)""","=""(1410.2833)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5s""","=""1S""","=""0""",,
Na,9,"=""44.7249""","=""1.22e+10""","=""3.67e-03""",C+,"=""0.00000""","=""277.215""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",,
Na,9,"=""44.7249""","=""1.23e+10""","=""7.35e-03""",C+,"=""0.00000""","=""277.215""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",,
Na,10,"=""45.6639""","=""9.94e+10""","=""5.18e-02""",A,"=""(1107.81772)""","=""(1379.3326)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""2""",,
Na,10,"=""45.6701""","=""9.95e+10""","=""3.11e-02""",A,"=""(1107.81772)""","=""(1379.2954)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",,
Na,10,"=""45.6717""","=""9.98e+10""","=""1.04e-02""",A,"=""(1107.81772)""","=""(1379.2863)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""0""",,
Na,9,"=""46.0900""","=""1.95e+10""","=""6.20e-03""",B+,"=""0.00000""","=""269.005""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",,
Na,9,"=""46.0900""","=""1.95e+10""","=""1.24e-02""",B+,"=""0.00000""","=""269.005""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",,
Na,10,"=""47.4334""","=""1.21e+11""","=""1.22e-01""",A,"=""(1118.606328)""","=""(1379.9924)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",,
Na,10,"=""47.4447""","=""1.63e+11""","=""9.18e-02""",A,"=""(1118.671115)""","=""(1379.9947)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",,
Na,10,"=""47.4451""","=""9.07e+10""","=""3.06e-02""",A,"=""(1118.671115)""","=""(1379.9924)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",,
Na,10,"=""47.4967""","=""2.18e+11""","=""1.03e-01""",A,"=""(1118.969591)""","=""(1380.0070)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",,
Na,10,"=""47.4990""","=""5.41e+10""","=""1.83e-02""",A,"=""(1118.969591)""","=""(1379.9947)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",,
Na,10,"=""47.4994""","=""6.01e+09""","=""1.22e-03""",A,"=""(1118.969591)""","=""(1379.9924)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",,
Na,10,"=""47.5192""","=""9.51e+10""","=""9.66e-02""",A,"=""(1119.30514)""","=""(1380.2190)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,
Na,9,"=""47.7761""","=""1.87e+10""","=""1.28e-02""",B,"=""[17.86177]""","=""277.372""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",,
Na,10,"=""47.7842""","=""3.74e+09""","=""3.84e-03""",A,"=""(1118.606328)""","=""(1378.0731)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",,
Na,10,"=""47.7962""","=""1.12e+10""","=""3.84e-03""",A,"=""(1118.671115)""","=""(1378.0731)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",,
Na,9,"=""47.8359""","=""2.23e+10""","=""1.15e-02""",B,"=""[18.18702]""","=""277.374""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",,
Na,9,"=""47.8361""","=""3.70e+09""","=""1.27e-03""",C+,"=""[18.18702]""","=""277.372""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",,
Na,10,"=""47.8512""","=""1.86e+10""","=""3.83e-03""",A,"=""(1118.969591)""","=""(1378.0731)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",,
Na,9,"=""48.5531""","=""3.37e+10""","=""1.19e-02""",B+,"=""0.00000""","=""255.358""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",,
Na,9,"=""48.5531""","=""3.36e+10""","=""2.37e-02""",A,"=""0.00000""","=""255.358""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",,
Na,10,"=""48.9637""","=""2.00e+11""","=""1.20e-01""",A,"=""(1126.832611)""","=""(1380.0491)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4d""","=""1D""","=""2""",,
