element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
Si,14,"=""6.18042517""","=""2.4017e+13""","=""2.7507e-01""",AA,"=""0.000000""","=""(2006.078789)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",,
Si,14,"=""6.18583643""","=""2.4105e+13""","=""1.3828e-01""",AA,"=""0.000000""","=""(2004.323908)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""1/2""",,
Si,13,"=""6.648""","=""3.76e+13""","=""7.47e-01""",A+,"=""0.00000""","=""(1865.00156)""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""1P*""","=""1""",,
Si,14,"=""20.8470823""","=""1.6624e+11""","=""2.1662e-02""",AA,"=""(2004.323908)""","=""(2599.0555672)""","=""2p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",,
Si,14,"=""20.8492695""","=""9.4772e+09""","=""6.1762e-04""",AA,"=""(2004.323908)""","=""(2598.993177)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,
Si,14,"=""20.8493837""","=""1.0995e+11""","=""1.4331e-02""",AA,"=""(2004.389672)""","=""(2599.0556823)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,
Si,14,"=""20.8516616""","=""1.1036e+11""","=""7.1937e-03""",AA,"=""(2004.389672)""","=""(2598.990721)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,
Si,14,"=""20.9080175""","=""1.9785e+11""","=""1.9449e-02""",AA,"=""(2006.078789)""","=""(2599.0771364)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",,
Si,14,"=""20.9087781""","=""3.2870e+10""","=""2.1544e-03""",AA,"=""(2006.078789)""","=""(2599.0555672)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",,
Si,14,"=""20.9109782""","=""1.9331e+10""","=""6.3362e-04""",AA,"=""(2006.078789)""","=""(2598.993177)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",,
Si,13,"=""21.557""","=""1.83e+10""","=""2.12e-03""",B+,"=""(1839.44962)""","=""(2414.5977)""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",,
Si,13,"=""21.557""","=""1.82e+10""","=""1.27e-03""",B,"=""(1839.44962)""","=""(2414.5907)""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",,
Si,13,"=""21.557""","=""1.83e+10""","=""4.24e-04""",B,"=""(1839.44962)""","=""(2414.5888)""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",,
Si,13,"=""21.762""","=""2.51e+10""","=""1.78e-03""",B+,"=""(1839.44962)""","=""(2409.1697)""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",,
Si,13,"=""21.762""","=""2.51e+10""","=""5.94e-04""",B,"=""(1839.44962)""","=""(2409.1672)""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",,
Si,13,"=""21.762""","=""2.51e+10""","=""2.97e-03""",B+,"=""(1839.44962)""","=""(2409.1795)""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",,
Si,13,"=""22.055""","=""3.58e+10""","=""4.35e-03""",C+,"=""(1839.44962)""","=""(2401.6005)""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""2""",,
Si,13,"=""22.056""","=""3.58e+10""","=""2.61e-03""",C+,"=""(1839.44962)""","=""(2401.5867)""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""1""",,
Si,13,"=""22.056""","=""3.58e+10""","=""8.70e-04""",C+,"=""(1839.44962)""","=""(2401.5830)""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""0""",,
Si,14,"=""22.0569503""","=""3.0444e+11""","=""4.4410e-02""",AA,"=""(2004.323908)""","=""(2566.4333425)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",,
Si,14,"=""22.0595233""","=""1.9029e+11""","=""2.7765e-02""",AA,"=""(2004.389672)""","=""(2566.433541)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,
Si,14,"=""22.0611826""","=""1.6620e+10""","=""1.2127e-03""",AA,"=""(2004.323908)""","=""(2566.325504)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",,
Si,14,"=""22.0639310""","=""1.9116e+11""","=""1.3952e-02""",AA,"=""(2004.389672)""","=""(2566.321264)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,
Si,13,"=""22.103""","=""5.96e+08""","=""1.31e-04""",B,"=""(1853.56029)""","=""(2414.490)""","=""1s.2p""","=""3P*""","=""0""","=""1s.10s""","=""3S""","=""1""",,
Si,13,"=""22.112""","=""1.79e+09""","=""1.31e-04""",B,"=""(1853.78057)""","=""(2414.490)""","=""1s.2p""","=""3P*""","=""1""","=""1s.10s""","=""3S""","=""1""",,
Si,14,"=""22.1245551""","=""3.6246e+11""","=""3.9899e-02""",AA,"=""(2006.078789)""","=""(2566.4706158)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",,
Si,14,"=""22.1260268""","=""6.0242e+10""","=""4.4214e-03""",AA,"=""(2006.078789)""","=""(2566.4333425)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",,
Si,14,"=""22.1302857""","=""3.3906e+10""","=""1.2447e-03""",AA,"=""(2006.078789)""","=""(2566.325504)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,
Si,13,"=""22.140""","=""1.76e+10""","=""3.89e-03""",B,"=""(1854.67671)""","=""(2414.6693)""","=""1s.2s""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",,
Si,13,"=""22.147""","=""2.97e+09""","=""1.31e-04""",B,"=""(1854.66800)""","=""(2414.490)""","=""1s.2p""","=""3P*""","=""2""","=""1s.10s""","=""3S""","=""1""",,
Si,13,"=""22.321""","=""8.26e+08""","=""1.85e-04""",B,"=""(1853.56029)""","=""(2409.031)""","=""1s.2p""","=""3P*""","=""0""","=""1s.9s""","=""3S""","=""1""",,
Si,13,"=""22.329""","=""2.47e+09""","=""1.85e-04""",B,"=""(1853.78057)""","=""(2409.031)""","=""1s.2p""","=""3P*""","=""1""","=""1s.9s""","=""3S""","=""1""",,
Si,13,"=""22.356""","=""2.42e+10""","=""5.44e-03""",B+,"=""(1854.67671)""","=""(2409.2777)""","=""1s.2s""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",,
Si,13,"=""22.365""","=""4.11e+09""","=""1.85e-04""",B,"=""(1854.66800)""","=""(2409.031)""","=""1s.2p""","=""3P*""","=""2""","=""1s.9s""","=""3S""","=""1""",,
Si,13,"=""22.498""","=""5.35e+10""","=""6.76e-03""",B,"=""(1839.44962)""","=""(2390.5382)""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""2""",,
Si,13,"=""22.499""","=""5.35e+10""","=""4.06e-03""",C+,"=""(1839.44962)""","=""(2390.5176)""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""1""",,
Si,13,"=""22.499""","=""5.34e+10""","=""1.35e-03""",C+,"=""(1839.44962)""","=""(2390.5122)""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""0""",,
Si,13,"=""22.559""","=""5.23e+09""","=""1.33e-04""",B,"=""(1865.00156)""","=""(2414.590)""","=""1s.2p""","=""1P*""","=""1""","=""1s.10s""","=""1S""","=""0""",,
Si,13,"=""22.632""","=""1.18e+09""","=""2.72e-04""",C,"=""(1853.56029)""","=""(2401.389)""","=""1s.2p""","=""3P*""","=""0""","=""1s.8s""","=""3S""","=""1""",,
Si,13,"=""22.641""","=""3.54e+09""","=""2.72e-04""",C,"=""(1853.78057)""","=""(2401.389)""","=""1s.2p""","=""3P*""","=""1""","=""1s.8s""","=""3S""","=""1""",,
Si,13,"=""22.664""","=""3.45e+10""","=""7.96e-03""",C+,"=""(1854.67671)""","=""(2401.7406)""","=""1s.2s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",,
Si,13,"=""22.678""","=""5.86e+09""","=""2.71e-04""",C+,"=""(1854.66800)""","=""(2401.389)""","=""1s.2p""","=""3P*""","=""2""","=""1s.8s""","=""3S""","=""1""",,
Si,13,"=""22.784""","=""7.17e+09""","=""1.86e-04""",B,"=""(1865.00156)""","=""(2409.169)""","=""1s.2p""","=""1P*""","=""1""","=""1s.9s""","=""1S""","=""0""",,
Si,13,"=""23.103""","=""1.77e+09""","=""4.25e-04""",C,"=""(1853.56029)""","=""(2390.222)""","=""1s.2p""","=""3P*""","=""0""","=""1s.7s""","=""3S""","=""1""",,
Si,13,"=""23.106""","=""1.03e+10""","=""2.74e-04""",C,"=""(1865.00156)""","=""(2401.585)""","=""1s.2p""","=""1P*""","=""1""","=""1s.8s""","=""1S""","=""0""",,
Si,13,"=""23.112""","=""5.31e+09""","=""4.25e-04""",C+,"=""(1853.78057)""","=""(2390.222)""","=""1s.2p""","=""3P*""","=""1""","=""1s.7s""","=""3S""","=""1""",,
Si,13,"=""23.128""","=""5.11e+10""","=""1.23e-02""",C+,"=""(1854.67671)""","=""(2390.7481)""","=""1s.2s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",,
Si,13,"=""23.151""","=""8.82e+09""","=""4.25e-04""",C+,"=""(1854.66800)""","=""(2390.222)""","=""1s.2p""","=""3P*""","=""2""","=""1s.7s""","=""3S""","=""1""",,
Si,13,"=""23.217""","=""8.46e+10""","=""1.14e-02""",B+,"=""(1839.44962)""","=""(2373.4798)""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",,
Si,13,"=""23.218""","=""8.49e+10""","=""6.86e-03""",B+,"=""(1839.44962)""","=""(2373.4471)""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",,
Si,13,"=""23.219""","=""8.50e+10""","=""2.29e-03""",B+,"=""(1839.44962)""","=""(2373.4383)""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",,
Si,13,"=""23.593""","=""1.54e+10""","=""4.27e-04""",C+,"=""(1865.00156)""","=""(2390.514)""","=""1s.2p""","=""1P*""","=""1""","=""1s.7s""","=""1S""","=""0""",,
Si,13,"=""23.835""","=""8.69e+10""","=""2.22e-02""",B+,"=""(1853.56029)""","=""(2373.7345)""","=""1s.2p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",,
Si,13,"=""23.845""","=""6.50e+10""","=""5.54e-03""",B+,"=""(1853.78057)""","=""(2373.7345)""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",,
Si,13,"=""23.845""","=""1.17e+11""","=""1.66e-02""",B+,"=""(1853.78057)""","=""(2373.7360)""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",,
Si,13,"=""23.870""","=""2.85e+09""","=""7.31e-04""",B,"=""(1853.56029)""","=""(2372.975)""","=""1s.2p""","=""3P*""","=""0""","=""1s.6s""","=""3S""","=""1""",,
Si,13,"=""23.880""","=""8.54e+09""","=""7.30e-04""",B,"=""(1853.78057)""","=""(2372.975)""","=""1s.2p""","=""3P*""","=""1""","=""1s.6s""","=""3S""","=""1""",,
Si,13,"=""23.883""","=""8.19e+10""","=""2.10e-02""",B+,"=""(1854.67671)""","=""(2373.8145)""","=""1s.2s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,
Si,13,"=""23.885""","=""1.55e+11""","=""1.86e-02""",B+,"=""(1854.66800)""","=""(2373.7477)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",,
Si,13,"=""23.886""","=""3.88e+10""","=""3.32e-03""",B+,"=""(1854.66800)""","=""(2373.7360)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",,
Si,13,"=""23.886""","=""4.31e+09""","=""2.21e-04""",B,"=""(1854.66800)""","=""(2373.7345)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",,
Si,13,"=""23.921""","=""1.42e+10""","=""7.29e-04""",B,"=""(1854.66800)""","=""(2372.975)""","=""1s.2p""","=""3P*""","=""2""","=""1s.6s""","=""3S""","=""1""",,
Si,13,"=""24.370""","=""1.43e+11""","=""2.12e-02""",B+,"=""(1865.00156)""","=""(2373.7669)""","=""1s.2p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",,
Si,13,"=""24.385""","=""2.47e+10""","=""7.34e-04""",B,"=""(1865.00156)""","=""(2373.443)""","=""1s.2p""","=""1P*""","=""1""","=""1s.6s""","=""1S""","=""0""",,
Si,13,"=""24.517""","=""1.46e+11""","=""2.19e-02""",B+,"=""(1839.44962)""","=""(2345.1554)""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",,
Si,13,"=""24.520""","=""1.46e+11""","=""1.32e-02""",B+,"=""(1839.44962)""","=""(2345.0986)""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",,
Si,13,"=""24.521""","=""1.46e+11""","=""4.38e-03""",B+,"=""(1839.44962)""","=""(2345.0835)""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",,
Si,14,"=""24.6955185""","=""6.6564e+11""","=""1.2172e-01""",AA,"=""(2004.323908)""","=""(2506.3753173)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",,
Si,14,"=""24.6987350""","=""3.7153e+11""","=""6.7956e-02""",AA,"=""(2004.389672)""","=""(2506.375700)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,
Si,14,"=""24.7058870""","=""3.3261e+10""","=""3.0436e-03""",AA,"=""(2004.323908)""","=""(2506.164618)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",,
Si,14,"=""24.7095319""","=""3.7377e+11""","=""3.4213e-02""",AA,"=""(2004.389672)""","=""(2506.156354)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,
Si,14,"=""24.7785371""","=""7.9312e+11""","=""1.0951e-01""",AA,"=""(2006.078789)""","=""(2506.4481134)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",,
Si,14,"=""24.7821425""","=""1.3192e+11""","=""1.2146e-02""",AA,"=""(2006.078789)""","=""(2506.3753173)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",,
Si,14,"=""24.7925839""","=""6.7878e+10""","=""3.1275e-03""",AA,"=""(2006.078789)""","=""(2506.164618)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",,
Si,13,"=""25.198""","=""1.58e+11""","=""4.52e-02""",B+,"=""(1853.56029)""","=""(2345.601)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5d""","=""3D""","=""1""",,
Si,13,"=""25.209""","=""1.19e+11""","=""1.13e-02""",B+,"=""(1853.78057)""","=""(2345.601)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""1""",,
Si,13,"=""25.209""","=""2.13e+11""","=""3.39e-02""",B+,"=""(1853.78057)""","=""(2345.603)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""2""",,
Si,13,"=""25.248""","=""1.41e+11""","=""4.04e-02""",B+,"=""(1854.67671)""","=""(2345.7380)""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,
Si,13,"=""25.254""","=""2.83e+11""","=""3.79e-02""",B+,"=""(1854.66800)""","=""(2345.623)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""3""",,
Si,13,"=""25.255""","=""7.86e+09""","=""4.51e-04""",B,"=""(1854.66800)""","=""(2345.601)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",,
Si,13,"=""25.255""","=""7.08e+10""","=""6.77e-03""",B+,"=""(1854.66800)""","=""(2345.603)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",,
Si,13,"=""25.266""","=""5.02e+09""","=""1.44e-03""",B,"=""(1853.56029)""","=""(2344.277)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5s""","=""3S""","=""1""",,
Si,13,"=""25.277""","=""1.50e+10""","=""1.44e-03""",B+,"=""(1853.78057)""","=""(2344.277)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5s""","=""3S""","=""1""",,
Si,13,"=""25.323""","=""2.48e+10""","=""1.43e-03""",B+,"=""(1854.66800)""","=""(2344.277)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5s""","=""3S""","=""1""",,
Si,12,"=""25.658""","=""3.88e+10""","=""7.66e-03""",C+,"=""0.0000""","=""[483.210]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",,
Si,12,"=""25.660""","=""3.88e+10""","=""3.83e-03""",C+,"=""0.0000""","=""[483.185]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",,
Si,13,"=""25.795""","=""2.63e+11""","=""4.37e-02""",B+,"=""(1865.00156)""","=""(2345.656)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5d""","=""1D""","=""2""",,
Si,13,"=""25.825""","=""4.32e+10""","=""1.44e-03""",B+,"=""(1865.00156)""","=""(2345.096)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5s""","=""1S""","=""0""",,
Si,12,"=""26.078""","=""2.65e+10""","=""5.40e-03""",C,"=""23.8127""","=""[499.25]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9d""","=""2D""","=""3/2""",,
Si,12,"=""26.134""","=""3.16e+10""","=""4.85e-03""",C,"=""24.8263""","=""[499.25]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""5/2""",,
Si,12,"=""26.134""","=""5.26e+09""","=""5.39e-04""",D+,"=""24.8263""","=""[499.25]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""3/2""",,
Si,12,"=""26.436""","=""3.82e+10""","=""8.01e-03""",C+,"=""23.8127""","=""[492.81]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",,
Si,12,"=""26.456""","=""6.15e+10""","=""1.29e-02""",B+,"=""0.0000""","=""[468.64]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",,
Si,12,"=""26.459""","=""6.15e+10""","=""6.45e-03""",B,"=""0.0000""","=""[468.60]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",,
Si,12,"=""26.493""","=""4.56e+10""","=""7.19e-03""",C+,"=""24.8263""","=""[492.81]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",,
Si,12,"=""26.493""","=""7.59e+09""","=""7.99e-04""",C,"=""24.8263""","=""[492.81]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",,
Si,12,"=""26.975""","=""5.82e+10""","=""1.27e-02""",C+,"=""23.8127""","=""483.433""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",,
Si,12,"=""27.035""","=""1.16e+10""","=""1.27e-03""",C,"=""24.8263""","=""483.433""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",,
Si,12,"=""27.035""","=""6.94e+10""","=""1.14e-02""",B,"=""24.8263""","=""483.433""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",,
Si,13,"=""27.341""","=""2.85e+11""","=""5.32e-02""",B+,"=""(1839.44962)""","=""(2292.9219)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""2""",,
Si,13,"=""27.348""","=""2.85e+11""","=""3.19e-02""",B+,"=""(1839.44962)""","=""(2292.8110)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",,
Si,13,"=""27.350""","=""2.84e+11""","=""1.06e-02""",B+,"=""(1839.44962)""","=""(2292.7818)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""0""",,
Si,12,"=""27.850""","=""9.55e+10""","=""2.22e-02""",B+,"=""23.8127""","=""469.00""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",,
Si,12,"=""27.897""","=""1.06e+11""","=""2.48e-02""",B+,"=""0.0000""","=""[444.440]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",,
Si,12,"=""27.901""","=""1.07e+11""","=""1.25e-02""",B+,"=""0.0000""","=""[444.378]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",,
Si,12,"=""27.914""","=""1.90e+10""","=""2.22e-03""",B,"=""24.8263""","=""469.00""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",,
Si,12,"=""27.914""","=""1.14e+11""","=""2.00e-02""",B+,"=""24.8263""","=""469.00""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",,
Si,13,"=""28.163""","=""3.45e+11""","=""1.23e-01""",B+,"=""(1853.56029)""","=""(2293.801)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",,
Si,13,"=""28.177""","=""2.57e+11""","=""3.06e-02""",B+,"=""(1853.78057)""","=""(2293.801)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",,
Si,13,"=""28.177""","=""4.63e+11""","=""9.19e-02""",B+,"=""(1853.78057)""","=""(2293.805)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",,
Si,13,"=""28.217""","=""2.74e+11""","=""9.81e-02""",B+,"=""(1854.67671)""","=""(2294.0757)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,
Si,13,"=""28.231""","=""6.16e+11""","=""1.03e-01""",A,"=""(1854.66800)""","=""(2293.845)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",,
Si,13,"=""28.234""","=""1.53e+11""","=""1.83e-02""",B+,"=""(1854.66800)""","=""(2293.805)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",,
Si,13,"=""28.234""","=""1.70e+10""","=""1.22e-03""",B+,"=""(1854.66800)""","=""(2293.801)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",,
Si,13,"=""28.331""","=""1.01e+10""","=""3.65e-03""",B+,"=""(1853.56029)""","=""(2291.187)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",,
Si,13,"=""28.345""","=""3.03e+10""","=""3.65e-03""",B+,"=""(1853.78057)""","=""(2291.187)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",,
Si,13,"=""28.403""","=""5.02e+10""","=""3.64e-03""",B+,"=""(1854.66800)""","=""(2291.187)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",,
Si,13,"=""28.907""","=""5.79e+11""","=""1.21e-01""",A,"=""(1865.00156)""","=""(2293.903)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4d""","=""1D""","=""2""",,
Si,13,"=""28.981""","=""8.67e+10""","=""3.64e-03""",B+,"=""(1865.00156)""","=""(2292.817)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4s""","=""1S""","=""0""",,
Si,12,"=""29.439""","=""1.77e+11""","=""4.59e-02""",B+,"=""23.8127""","=""444.97""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",,
